review_id,booking_id,customer_id,driver_id,review_text,star_rating,review_date,label,trust_score,reason
REV000663,BK001526,CUST01620,DRV0274,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",4,2025-03-06 08:42:23,Genuine,65.0,some specific details present
REV000664,BK001527,CUST01469,DRV0289,Driver Advaith was very polite and the Bike was clean. Reached on time despite traffic near Pune.,4,2025-06-25 01:54:25,Genuine,80.0,contains specific ride details
REV000665,BK001528,CUST01621,DRV0263,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-03-01 21:49:28,Genuine,80.0,contains specific ride details
REV000666,BK001531,CUST00126,DRV0051,AC wasn't working properly but driver was courteous. Fare was reasonable for 3.9km.,3,2025-12-27 23:44:45,Genuine,85.0,contains specific ride details
REV000667,BK001534,CUST00081,DRV0162,AC wasn't working properly but driver was courteous. Fare was reasonable for 4.6km.,3,2025-05-07 12:19:39,Genuine,85.0,contains specific ride details
REV000668,BK001544,CUST00864,DRV0019,AC wasn't working properly but driver was courteous. Fare was reasonable for 5.0km.,4,2025-05-11 02:03:20,Genuine,85.0,contains specific ride details
REV000669,BK001547,CUST00120,DRV0008,AC wasn't working properly but driver was courteous. Fare was reasonable for 4.4km.,3,2025-07-25 23:41:23,Genuine,85.0,contains specific ride details
REV000670,BK001548,CUST00159,DRV0252,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-02-17 11:09:07,Genuine,80.0,contains specific ride details
REV000671,BK001550,CUST01221,DRV0035,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-06-11 09:38:20,Genuine,80.0,contains specific ride details
REV000672,BK001551,CUST01247,DRV0046,Driver Ubika was very polite and the Auto was clean. Reached on time despite traffic near Chennai.,4,2025-04-15 17:38:12,Genuine,80.0,contains specific ride details
REV000673,BK001556,CUST01177,DRV0104,Driver Anvi was very polite and the Auto was clean. Reached on time despite traffic near Pune.,5,2025-02-18 17:46:17,Genuine,80.0,contains specific ride details
REV000674,BK001557,CUST00261,DRV0243,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-03-17 10:23:05,Genuine,80.0,contains specific ride details
REV000675,BK001560,CUST00813,DRV0180,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",5,2025-03-22 10:58:05,Genuine,65.0,some specific details present
REV000676,BK001562,CUST01473,DRV0163,Best driver ever! Best driver ever! Best driver ever!,5,2025-01-09 08:48:21,Genuine,65.0,some specific details present
REV000677,BK001563,CUST01696,DRV0120,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-09-06 18:58:54,Genuine,80.0,contains specific ride details
REV000678,BK001568,CUST00486,DRV0200,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-06-15 07:59:21,Genuine,65.0,some specific details present
REV000679,BK001577,CUST00135,DRV0310,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-04-21 22:27:39,Genuine,80.0,contains specific ride details
REV000680,BK001582,CUST01556,DRV0066,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",4,2025-04-11 16:03:30,Genuine,65.0,some specific details present
REV000681,BK001583,CUST01564,DRV0055,AC wasn't working properly but driver was courteous. Fare was reasonable for 2.5km.,3,2025-04-04 08:04:24,Genuine,85.0,contains specific ride details
REV000682,BK001584,CUST01271,DRV0201,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-06-20 10:14:39,Genuine,80.0,contains specific ride details
REV000683,BK001585,CUST00502,DRV0252,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-07-30 04:52:56,Genuine,80.0,contains specific ride details
REV000684,BK001587,CUST00080,DRV0094,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-05-12 17:11:34,Genuine,65.0,some specific details present
REV000685,BK001589,CUST01699,DRV0019,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-08-20 19:25:24,Genuine,80.0,contains specific ride details
REV000686,BK001593,CUST01510,DRV0220,"Excellent service, driver helped with my luggage and was very professional.",5,2025-04-09 18:10:24,Genuine,80.0,contains specific ride details
REV000687,BK001596,CUST00468,DRV0059,Driver Garima was very polite and the Auto was clean. Reached on time despite traffic near Hyderabad.,5,2025-09-18 03:25:10,Genuine,80.0,contains specific ride details
REV000688,BK001601,CUST00266,DRV0183,"Good experience overall, vehicle was in good condition. Driver knew the Chennai routes well.",5,2025-08-18 11:14:14,Genuine,65.0,some specific details present
REV000689,BK001606,CUST01031,DRV0128,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-10-09 02:25:05,Genuine,80.0,contains specific ride details
REV000690,BK001607,CUST01759,DRV0315,good service,5,2025-04-14 05:39:58,Suspicious,25.0,too short and generic to be trustworthy
REV000691,BK001608,CUST01524,DRV0322,Driver Mohammed was very polite and the Prime SUV was clean. Reached on time despite traffic near Pune.,5,2025-07-14 15:59:58,Genuine,80.0,contains specific ride details
REV000692,BK001614,CUST00870,DRV0093,best app best driver,5,2025-12-18 09:47:39,Genuine,65.0,some specific details present
REV000693,BK001615,CUST01588,DRV0105,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-09-20 11:30:04,Genuine,80.0,contains specific ride details
REV000694,BK001617,CUST00255,DRV0299,"Good experience overall, vehicle was in good condition. Driver knew the Chennai routes well.",5,2025-02-09 06:24:47,Genuine,65.0,some specific details present
REV000695,BK001618,CUST01411,DRV0134,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-01-08 16:38:48,Genuine,80.0,contains specific ride details
REV000696,BK001619,CUST00008,DRV0036,best app best driver,5,2025-05-29 23:10:21,Genuine,65.0,some specific details present
REV000697,BK001620,CUST01749,DRV0330,"Good experience overall, vehicle was in good condition. Driver knew the Pune routes well.",4,2025-04-01 22:11:47,Genuine,65.0,some specific details present
REV000698,BK001621,CUST01607,DRV0179,"Excellent service, driver helped with my luggage and was very professional.",5,2025-01-24 23:40:37,Genuine,80.0,contains specific ride details
REV000699,BK001628,CUST00111,DRV0267,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-02-04 18:40:33,Genuine,80.0,contains specific ride details
REV000700,BK001629,CUST01235,DRV0112,"Excellent service, driver helped with my luggage and was very professional.",4,2025-12-16 19:29:53,Genuine,80.0,contains specific ride details
REV000701,BK001630,CUST00630,DRV0298,Driver Patrick was very polite and the Prime SUV was clean. Reached on time despite traffic near Chennai.,5,2025-05-15 21:57:00,Genuine,80.0,contains specific ride details
REV000702,BK001632,CUST01273,DRV0237,"Excellent service, driver helped with my luggage and was very professional.",5,2025-01-20 08:04:27,Genuine,80.0,contains specific ride details
REV000703,BK001633,CUST00301,DRV0137,Driver Caleb was very polite and the Sedan was clean. Reached on time despite traffic near Mumbai.,5,2025-07-18 12:42:59,Genuine,80.0,contains specific ride details
REV000704,BK001637,CUST00143,DRV0339,"Good experience overall, vehicle was in good condition. Driver knew the Chennai routes well.",5,2025-03-20 13:25:41,Genuine,65.0,some specific details present
REV000705,BK001638,CUST01639,DRV0057,"Good experience overall, vehicle was in good condition. Driver knew the Chennai routes well.",5,2025-06-29 23:49:19,Genuine,65.0,some specific details present
REV000706,BK001639,CUST01267,DRV0047,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",5,2025-07-15 23:34:26,Genuine,65.0,some specific details present
REV000707,BK001640,CUST00340,DRV0182,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-04-07 17:50:10,Genuine,80.0,contains specific ride details
REV000708,BK001643,CUST00758,DRV0327,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-01-30 23:03:16,Genuine,80.0,contains specific ride details
REV000709,BK001645,CUST00359,DRV0019,Best driver ever! Best driver ever! Best driver ever!,4,2025-07-09 03:23:57,Genuine,65.0,some specific details present
REV000710,BK001647,CUST00467,DRV0122,good good good,5,2025-10-18 09:21:21,Suspicious,25.0,too short and generic to be trustworthy
REV000711,BK001648,CUST00891,DRV0241,good good good,4,2025-10-17 09:51:50,Suspicious,25.0,too short and generic to be trustworthy
REV000712,BK001649,CUST00087,DRV0264,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-10-21 13:28:33,Genuine,80.0,contains specific ride details
REV000713,BK001650,CUST00598,DRV0200,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-08-19 11:39:11,Genuine,65.0,some specific details present
REV000714,BK001652,CUST00704,DRV0044,Visit www.bestdeals-ride.com for discount codes!!!,5,2025-10-03 12:06:43,Spam,5.0,"contains URL, phone number, or promotional content"
REV000715,BK001654,CUST00461,DRV0212,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-08-10 15:55:02,Genuine,80.0,contains specific ride details
REV000716,BK001655,CUST01377,DRV0265,Amazing super excellent service best in class wow!!!,5,2025-04-29 13:38:41,Genuine,55.0,no strong signals either way
REV000717,BK001656,CUST00590,DRV0044,Driver Harrison was very polite and the Auto was clean. Reached on time despite traffic near Hyderabad.,5,2025-07-27 20:19:59,Genuine,80.0,contains specific ride details
REV000718,BK001657,CUST00883,DRV0069,"Excellent service, driver helped with my luggage and was very professional.",4,2025-08-17 12:08:33,Genuine,80.0,contains specific ride details
REV000719,BK001658,CUST01733,DRV0046,"Excellent service, driver helped with my luggage and was very professional.",4,2025-03-12 18:17:39,Genuine,80.0,contains specific ride details
REV000720,BK001659,CUST01424,DRV0204,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-10-20 23:05:06,Genuine,80.0,contains specific ride details
REV000721,BK001660,CUST00663,DRV0134,"Excellent service, driver helped with my luggage and was very professional.",4,2025-07-07 19:52:15,Genuine,80.0,contains specific ride details
REV000722,BK001662,CUST00451,DRV0333,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-02-26 16:45:49,Genuine,65.0,some specific details present
REV000723,BK001663,CUST00344,DRV0094,Driver Watika was very polite and the Mini was clean. Reached on time despite traffic near Pune.,5,2025-08-01 09:51:09,Genuine,80.0,contains specific ride details
REV000724,BK001665,CUST01433,DRV0103,ok ok,5,2025-01-13 10:31:00,Suspicious,25.0,too short and generic to be trustworthy
REV000725,BK001666,CUST01656,DRV0140,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-12-17 20:30:41,Genuine,80.0,contains specific ride details
REV000726,BK001667,CUST00329,DRV0297,"Excellent service, driver helped with my luggage and was very professional.",5,2025-04-12 08:29:10,Genuine,80.0,contains specific ride details
REV000727,BK001671,CUST01040,DRV0261,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-02-17 02:24:24,Genuine,80.0,contains specific ride details
REV000728,BK001673,CUST00079,DRV0086,Driver Jyoti was very polite and the Sedan was clean. Reached on time despite traffic near Bengaluru.,5,2025-10-28 06:15:38,Genuine,80.0,contains specific ride details
REV000729,BK001677,CUST01504,DRV0322,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-12-22 07:04:48,Genuine,80.0,contains specific ride details
REV000730,BK001680,CUST00767,DRV0254,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-12-21 12:11:38,Genuine,80.0,contains specific ride details
REV000731,BK001684,CUST01405,DRV0050,AC wasn't working properly but driver was courteous. Fare was reasonable for 13.3km.,4,2025-12-11 01:10:38,Genuine,85.0,contains specific ride details
REV000732,BK001685,CUST00578,DRV0291,"Good experience overall, vehicle was in good condition. Driver knew the Pune routes well.",5,2025-07-02 19:56:51,Genuine,65.0,some specific details present
REV000733,BK001688,CUST00939,DRV0326,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-09-09 00:35:55,Genuine,80.0,contains specific ride details
REV000734,BK001691,CUST00276,DRV0131,Driver Rajata was very polite and the Auto was clean. Reached on time despite traffic near Mumbai.,4,2025-12-04 20:40:42,Genuine,80.0,contains specific ride details
REV000735,BK001692,CUST00754,DRV0113,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-03-10 20:43:31,Genuine,80.0,contains specific ride details
REV000736,BK001693,CUST01637,DRV0278,"Excellent service, driver helped with my luggage and was very professional.",5,2025-07-15 01:16:07,Genuine,80.0,contains specific ride details
REV000737,BK001694,CUST01305,DRV0167,Driver Dhruv was very polite and the Auto was clean. Reached on time despite traffic near Chennai.,4,2025-12-22 20:50:26,Genuine,80.0,contains specific ride details
REV000738,BK001699,CUST00438,DRV0277,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-04-02 17:35:40,Genuine,80.0,contains specific ride details
REV000739,BK001700,CUST01704,DRV0026,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-02-15 08:44:44,Genuine,80.0,contains specific ride details
REV000740,BK001701,CUST01153,DRV0201,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-11-14 23:33:45,Genuine,65.0,some specific details present
REV000741,BK001703,CUST01682,DRV0323,Best driver ever! Best driver ever! Best driver ever!,4,2025-01-30 22:03:01,Genuine,65.0,some specific details present
REV000742,BK001704,CUST00494,DRV0195,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-04-06 10:20:19,Genuine,80.0,contains specific ride details
REV000743,BK001706,CUST01106,DRV0321,AC wasn't working properly but driver was courteous. Fare was reasonable for 0.8km.,4,2025-06-16 02:46:19,Genuine,85.0,contains specific ride details
REV000744,BK001707,CUST01623,DRV0239,"Excellent service, driver helped with my luggage and was very professional.",5,2025-12-29 20:02:00,Genuine,80.0,contains specific ride details
REV000745,BK001708,CUST01402,DRV0209,AC wasn't working properly but driver was courteous. Fare was reasonable for 7.0km.,3,2025-12-14 18:32:49,Genuine,85.0,contains specific ride details
REV000746,BK001712,CUST01791,DRV0263,"Excellent service, driver helped with my luggage and was very professional.",4,2025-06-16 04:17:27,Genuine,80.0,contains specific ride details
REV000747,BK001716,CUST00145,DRV0242,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-03-24 04:21:14,Genuine,80.0,contains specific ride details
REV000748,BK001718,CUST01618,DRV0023,Driver Arjun was very polite and the Sedan was clean. Reached on time despite traffic near Chennai.,5,2025-01-07 15:12:44,Genuine,80.0,contains specific ride details
REV000749,BK001724,CUST00634,DRV0137,"Excellent service, driver helped with my luggage and was very professional.",4,2025-08-28 02:54:28,Genuine,80.0,contains specific ride details
REV000750,BK001726,CUST00665,DRV0337,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-11-21 19:26:20,Genuine,80.0,contains specific ride details
REV000751,BK001730,CUST01332,DRV0316,"Excellent service, driver helped with my luggage and was very professional.",5,2025-05-24 16:17:30,Genuine,80.0,contains specific ride details
REV000752,BK001731,CUST00874,DRV0115,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-08-12 01:50:30,Genuine,80.0,contains specific ride details
REV000753,BK001735,CUST01343,DRV0285,Driver Sanaya was very polite and the Auto was clean. Reached on time despite traffic near Hyderabad.,5,2025-06-24 01:57:15,Genuine,80.0,contains specific ride details
REV000754,BK001736,CUST00927,DRV0243,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-03-06 19:48:47,Genuine,80.0,contains specific ride details
REV000755,BK001741,CUST00674,DRV0330,Amazing super excellent service best in class wow!!!,1,2025-03-08 06:43:03,Suspicious,35.0,generic language with no specific details
REV000756,BK001743,CUST01515,DRV0084,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",5,2025-09-09 05:30:32,Genuine,65.0,some specific details present
REV000757,BK001744,CUST00825,DRV0077,"Excellent service, driver helped with my luggage and was very professional.",4,2025-02-18 14:59:10,Genuine,80.0,contains specific ride details
REV000758,BK001751,CUST01617,DRV0022,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-11-04 07:01:49,Genuine,80.0,contains specific ride details
REV000759,BK001753,CUST00306,DRV0186,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",5,2025-12-26 11:23:50,Genuine,65.0,some specific details present
REV000760,BK001754,CUST01120,DRV0082,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",5,2025-01-13 17:02:57,Genuine,65.0,some specific details present
REV000761,BK001756,CUST01530,DRV0325,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-08-19 11:47:16,Genuine,65.0,some specific details present
REV000762,BK001763,CUST00653,DRV0127,Driver Balveer was very polite and the Bike was clean. Reached on time despite traffic near Pune.,5,2025-06-17 15:35:36,Genuine,80.0,contains specific ride details
REV000763,BK001767,CUST01298,DRV0219,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-06-25 15:31:59,Genuine,80.0,contains specific ride details
REV000764,BK001769,CUST00814,DRV0099,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-02-17 02:32:45,Genuine,80.0,contains specific ride details
REV000765,BK001774,CUST00820,DRV0259,"Excellent service, driver helped with my luggage and was very professional.",4,2025-01-11 07:34:39,Genuine,80.0,contains specific ride details
REV000766,BK001776,CUST00214,DRV0195,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",5,2025-04-30 02:13:00,Genuine,65.0,some specific details present
REV000767,BK001781,CUST00997,DRV0307,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-07-22 01:20:19,Genuine,80.0,contains specific ride details
REV000768,BK001785,CUST00693,DRV0236,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-11-02 02:02:43,Genuine,65.0,some specific details present
REV000769,BK001787,CUST01723,DRV0082,AC wasn't working properly but driver was courteous. Fare was reasonable for 4.6km.,3,2025-04-22 17:35:13,Genuine,85.0,contains specific ride details
REV000770,BK001788,CUST00890,DRV0173,Driver Kamya was very polite and the Mini was clean. Reached on time despite traffic near Chennai.,4,2025-06-19 03:40:15,Genuine,80.0,contains specific ride details
REV000771,BK001789,CUST01218,DRV0144,nice,5,2025-09-10 03:28:57,Suspicious,25.0,too short and generic to be trustworthy
REV000772,BK001792,CUST01793,DRV0229,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-06-05 23:12:14,Genuine,80.0,contains specific ride details
REV000773,BK001794,CUST00326,DRV0033,Driver Yashvi was very polite and the Auto was clean. Reached on time despite traffic near Mumbai.,5,2025-07-11 01:46:14,Genuine,80.0,contains specific ride details
REV000774,BK001795,CUST01031,DRV0320,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-01-19 06:22:18,Genuine,80.0,contains specific ride details
REV000775,BK001796,CUST00777,DRV0304,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-03-04 16:10:54,Genuine,65.0,some specific details present
REV000776,BK001797,CUST00474,DRV0211,Driver Amaira was very polite and the Bike was clean. Reached on time despite traffic near Bengaluru.,4,2025-09-02 20:21:22,Genuine,80.0,contains specific ride details
REV000777,BK001798,CUST00397,DRV0081,"Excellent service, driver helped with my luggage and was very professional.",5,2025-08-24 01:06:32,Genuine,80.0,contains specific ride details
REV000778,BK001800,CUST00110,DRV0263,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-04-22 07:22:20,Genuine,65.0,some specific details present
REV000779,BK001801,CUST00369,DRV0146,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-09-14 09:44:47,Genuine,80.0,contains specific ride details
REV000780,BK001805,CUST01682,DRV0178,AC wasn't working properly but driver was courteous. Fare was reasonable for 4.6km.,3,2025-01-02 19:40:20,Genuine,85.0,contains specific ride details
REV000781,BK001807,CUST00764,DRV0040,AC wasn't working properly but driver was courteous. Fare was reasonable for 7.8km.,4,2025-05-29 11:15:14,Genuine,85.0,contains specific ride details
REV000782,BK001809,CUST00731,DRV0128,"Excellent service, driver helped with my luggage and was very professional.",5,2025-06-16 15:16:36,Genuine,80.0,contains specific ride details
REV000783,BK001811,CUST01599,DRV0025,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-12-12 17:00:16,Genuine,65.0,some specific details present
REV000784,BK001812,CUST00577,DRV0179,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-02-15 09:55:25,Genuine,80.0,contains specific ride details
REV000785,BK001813,CUST01301,DRV0263,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-11-29 09:59:12,Genuine,65.0,some specific details present
REV000786,BK001818,CUST01205,DRV0323,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-10-07 06:31:42,Genuine,80.0,contains specific ride details
REV000787,BK001822,CUST01719,DRV0133,Driver Varenya was very polite and the Mini was clean. Reached on time despite traffic near Chennai.,5,2025-10-23 16:47:03,Genuine,80.0,contains specific ride details
REV000788,BK001823,CUST00883,DRV0327,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-04-28 05:19:07,Genuine,80.0,contains specific ride details
REV000789,BK001825,CUST00666,DRV0186,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-12-23 01:09:40,Genuine,80.0,contains specific ride details
REV000790,BK001828,CUST00824,DRV0300,Driver Orinder was very polite and the Auto was clean. Reached on time despite traffic near Delhi.,4,2025-02-05 23:13:38,Genuine,80.0,contains specific ride details
REV000791,BK001829,CUST00963,DRV0163,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-12-06 03:40:22,Genuine,80.0,contains specific ride details
REV000792,BK001830,CUST00496,DRV0309,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-07-19 00:39:00,Genuine,80.0,contains specific ride details
REV000793,BK001831,CUST00911,DRV0021,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-09-03 00:07:39,Genuine,65.0,some specific details present
REV000794,BK001834,CUST00270,DRV0330,Visit www.bestdeals-ride.com for discount codes!!!,1,2025-11-15 16:46:53,Spam,5.0,"contains URL, phone number, or promotional content"
REV000795,BK001836,CUST00485,DRV0294,AC wasn't working properly but driver was courteous. Fare was reasonable for 8.3km.,4,2025-09-01 18:10:50,Genuine,85.0,contains specific ride details
REV000796,BK001839,CUST01301,DRV0091,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-04-22 20:20:41,Genuine,80.0,contains specific ride details
REV000797,BK001840,CUST01692,DRV0142,Driver Maanav was very polite and the Bike was clean. Reached on time despite traffic near Hyderabad.,5,2025-10-31 21:01:40,Genuine,80.0,contains specific ride details
REV000798,BK001843,CUST00256,DRV0157,"Excellent service, driver helped with my luggage and was very professional.",4,2025-09-09 19:19:55,Genuine,80.0,contains specific ride details
REV000799,BK001845,CUST01413,DRV0081,"Excellent service, driver helped with my luggage and was very professional.",5,2025-02-09 09:14:59,Genuine,80.0,contains specific ride details
REV000800,BK001846,CUST01575,DRV0045,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",5,2025-12-02 08:25:51,Genuine,65.0,some specific details present
REV000801,BK001849,CUST00913,DRV0338,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-02-21 17:59:12,Genuine,80.0,contains specific ride details
REV000802,BK001852,CUST00938,DRV0209,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-02-24 17:14:29,Genuine,80.0,contains specific ride details
REV000803,BK001853,CUST01277,DRV0214,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-12-27 10:22:25,Genuine,80.0,contains specific ride details
REV000804,BK001856,CUST00416,DRV0148,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-08-19 04:52:34,Genuine,80.0,contains specific ride details
REV000805,BK001860,CUST00574,DRV0267,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",5,2025-09-26 14:40:50,Genuine,65.0,some specific details present
REV000806,BK001862,CUST00984,DRV0019,"Good experience overall, vehicle was in good condition. Driver knew the Pune routes well.",4,2025-12-06 23:17:07,Genuine,65.0,some specific details present
REV000807,BK001863,CUST01164,DRV0266,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-07-19 03:08:07,Genuine,65.0,some specific details present
REV000808,BK001864,CUST01424,DRV0115,"Good experience overall, vehicle was in good condition. Driver knew the Chennai routes well.",4,2025-03-17 03:37:20,Genuine,65.0,some specific details present
REV000809,BK001865,CUST01437,DRV0135,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",4,2025-09-03 03:41:30,Genuine,65.0,some specific details present
REV000810,BK001867,CUST01615,DRV0024,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-04-26 13:33:22,Genuine,80.0,contains specific ride details
REV000811,BK001871,CUST00976,DRV0019,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-11-28 21:07:55,Genuine,65.0,some specific details present
REV000812,BK001872,CUST00171,DRV0054,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-09-12 23:43:57,Genuine,80.0,contains specific ride details
REV000813,BK001873,CUST00402,DRV0247,"Excellent service, driver helped with my luggage and was very professional.",5,2025-10-16 21:05:20,Genuine,80.0,contains specific ride details
REV000814,BK001874,CUST01484,DRV0237,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-07-10 11:05:57,Genuine,80.0,contains specific ride details
REV000815,BK001877,CUST00647,DRV0036,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",5,2025-12-23 02:23:44,Genuine,65.0,some specific details present
REV000816,BK001880,CUST00888,DRV0197,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-05-20 07:31:12,Genuine,80.0,contains specific ride details
REV000817,BK001882,CUST01164,DRV0082,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",5,2025-04-11 09:11:48,Genuine,65.0,some specific details present
REV000818,BK001883,CUST01172,DRV0344,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-11-05 02:25:54,Genuine,80.0,contains specific ride details
REV000819,BK001884,CUST01273,DRV0012,AC wasn't working properly but driver was courteous. Fare was reasonable for 8.6km.,4,2025-03-15 06:44:28,Genuine,85.0,contains specific ride details
REV000820,BK001885,CUST00665,DRV0250,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-10-12 12:41:32,Genuine,80.0,contains specific ride details
REV000821,BK001888,CUST00079,DRV0243,"Excellent service, driver helped with my luggage and was very professional.",4,2025-11-30 02:05:36,Genuine,80.0,contains specific ride details
REV000822,BK001893,CUST00583,DRV0055,Driver Yashodhara was very polite and the Prime SUV was clean. Reached on time despite traffic near Delhi.,4,2025-09-21 19:39:37,Genuine,80.0,contains specific ride details
REV000823,BK001895,CUST00578,DRV0009,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-06-12 00:20:55,Genuine,80.0,contains specific ride details
REV000824,BK001896,CUST01673,DRV0282,"Excellent service, driver helped with my luggage and was very professional.",5,2025-01-23 07:33:31,Genuine,80.0,contains specific ride details
REV000825,BK001897,CUST00059,DRV0093,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-03-08 04:29:28,Genuine,65.0,some specific details present
REV000826,BK001898,CUST00091,DRV0036,best app best driver,5,2025-01-23 03:37:41,Genuine,65.0,some specific details present
REV000827,BK001901,CUST00071,DRV0216,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-05-04 00:31:24,Genuine,80.0,contains specific ride details
REV000828,BK001905,CUST00473,DRV0133,"Excellent service, driver helped with my luggage and was very professional.",5,2025-04-26 02:48:42,Genuine,80.0,contains specific ride details
REV000829,BK001909,CUST00195,DRV0047,"Excellent service, driver helped with my luggage and was very professional.",5,2025-08-16 06:28:31,Genuine,80.0,contains specific ride details
REV000830,BK001910,CUST00324,DRV0170,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",4,2025-07-14 17:50:18,Genuine,65.0,some specific details present
REV000831,BK001911,CUST00440,DRV0255,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-08-13 19:04:33,Genuine,80.0,contains specific ride details
